sub roi condition position similarity
s007 reslice-R-LO2-ROI intact 3 0.11821
s007 reslice-R-LO2-ROI scrambled 3 0.13900
s007 reslice-R-LO2-ROI random 3 0.37231
s007 reslice-R-LO3-ROI intact 3 0.13955
s007 reslice-R-LO3-ROI scrambled 3 0.20448
s007 reslice-R-LO3-ROI random 3 0.15825
s007 reslice-R-MBelt-ROI intact 3 0.16525
s007 reslice-R-MBelt-ROI scrambled 3 -0.08882
s007 reslice-R-MBelt-ROI random 3 0.13412
s007 reslice-R-MIP-ROI intact 3 0.33856
s007 reslice-R-MIP-ROI scrambled 3 0.49402
s007 reslice-R-MIP-ROI random 3 0.20569
s007 reslice-R-MI-ROI intact 3 0.02814
s007 reslice-R-MI-ROI scrambled 3 0.24254
s007 reslice-R-MI-ROI random 3 0.00874
s007 reslice-R-MST-ROI intact 3 0.42088
s007 reslice-R-MST-ROI scrambled 3 0.45179
s007 reslice-R-MST-ROI random 3 0.38766
s007 reslice-R-MT-ROI intact 3 -0.06126
s007 reslice-R-MT-ROI scrambled 3 -0.12887
s007 reslice-R-MT-ROI random 3 0.16995
s007 reslice-R-OFC-ROI intact 3 0.11462
s007 reslice-R-OFC-ROI scrambled 3 -0.02465
s007 reslice-R-OFC-ROI random 3 -0.13925
s007 reslice-R-OP1-ROI intact 3 0.30891
s007 reslice-R-OP1-ROI scrambled 3 0.05440
s007 reslice-R-OP1-ROI random 3 0.13145
s007 reslice-R-OP2-3-ROI intact 3 0.14803
s007 reslice-R-OP2-3-ROI scrambled 3 0.09362
s007 reslice-R-OP2-3-ROI random 3 0.16751
s007 reslice-R-OP4-ROI intact 3 0.14761
s007 reslice-R-OP4-ROI scrambled 3 0.11034
s007 reslice-R-OP4-ROI random 3 0.11763
s007 reslice-R-PBelt-ROI intact 3 0.19894
s007 reslice-R-PBelt-ROI scrambled 3 0.02322
s007 reslice-R-PBelt-ROI random 3 0.09961
s007 reslice-R-PCV-ROI intact 3 0.39107
s007 reslice-R-PCV-ROI scrambled 3 0.49745
s007 reslice-R-PCV-ROI random 3 0.38835
s007 reslice-R-PEF-ROI intact 3 0.26976
s007 reslice-R-PEF-ROI scrambled 3 0.37014
s007 reslice-R-PEF-ROI random 3 0.26138
s007 reslice-R-PF-ROI intact 3 0.52924
s007 reslice-R-PF-ROI scrambled 3 0.50056
s007 reslice-R-PF-ROI random 3 0.45400
s007 reslice-R-PFcm-ROI intact 3 0.34950
s007 reslice-R-PFcm-ROI scrambled 3 0.08299
s007 reslice-R-PFcm-ROI random 3 0.27785
s007 reslice-R-PFm-ROI intact 3 0.33083
s007 reslice-R-PFm-ROI scrambled 3 0.21774
s007 reslice-R-PFm-ROI random 3 0.23362
s007 reslice-R-PFop-ROI intact 3 0.43718
s007 reslice-R-PFop-ROI scrambled 3 0.50621
s007 reslice-R-PFop-ROI random 3 0.39056
s007 reslice-R-PFt-ROI intact 3 0.46270
s007 reslice-R-PFt-ROI scrambled 3 0.60381
s007 reslice-R-PFt-ROI random 3 0.53774
s007 reslice-R-PGi-ROI intact 3 0.33824
s007 reslice-R-PGi-ROI scrambled 3 0.22482
s007 reslice-R-PGi-ROI random 3 0.12166
s007 reslice-R-PGp-ROI intact 3 0.31585
s007 reslice-R-PGp-ROI scrambled 3 0.27998
s007 reslice-R-PGp-ROI random 3 0.17792
s007 reslice-R-PGs-ROI intact 3 0.08842
s007 reslice-R-PGs-ROI scrambled 3 0.28518
s007 reslice-R-PGs-ROI random 3 0.08538
s007 reslice-R-PHA1-ROI intact 3 0.18382
s007 reslice-R-PHA1-ROI scrambled 3 0.28853
s007 reslice-R-PHA1-ROI random 3 0.24811
s007 reslice-R-PHA2-ROI intact 3 0.23859
s007 reslice-R-PHA2-ROI scrambled 3 0.46934
s007 reslice-R-PHA2-ROI random 3 0.31383
s007 reslice-R-PHA3-ROI intact 3 0.19454
s007 reslice-R-PHA3-ROI scrambled 3 0.38728
s007 reslice-R-PHA3-ROI random 3 0.28658
s007 reslice-R-PHT-ROI intact 3 0.09097
s007 reslice-R-PHT-ROI scrambled 3 0.26295
s007 reslice-R-PHT-ROI random 3 0.16817
s007 reslice-R-PH-ROI intact 3 0.13870
s007 reslice-R-PH-ROI scrambled 3 0.21640
s007 reslice-R-PH-ROI random 3 0.23862
s007 reslice-R-PIT-ROI intact 3 0.11494
s007 reslice-R-PIT-ROI scrambled 3 0.16522
s007 reslice-R-PIT-ROI random 3 0.33265
s007 reslice-R-PI-ROI intact 3 0.27967
s007 reslice-R-PI-ROI scrambled 3 0.20221
s007 reslice-R-PI-ROI random 3 0.05921
s007 reslice-R-POS1-ROI intact 3 0.08334
s007 reslice-R-POS1-ROI scrambled 3 0.33977
s007 reslice-R-POS1-ROI random 3 0.27902
s007 reslice-R-POS2-ROI intact 3 0.10543
s007 reslice-R-POS2-ROI scrambled 3 0.24053
s007 reslice-R-POS2-ROI random 3 0.15311
s007 reslice-R-PSL-ROI intact 3 0.32915
s007 reslice-R-PSL-ROI scrambled 3 0.10071
s007 reslice-R-PSL-ROI random 3 0.41008
s007 reslice-R-PeEc-ROI intact 3 0.15753
s007 reslice-R-PeEc-ROI scrambled 3 0.12326
s007 reslice-R-PeEc-ROI random 3 0.14984
s007 reslice-R-Pir-ROI intact 3 0.15458
s007 reslice-R-Pir-ROI scrambled 3 0.17360
s007 reslice-R-Pir-ROI random 3 0.14811
s007 reslice-R-PoI1-ROI intact 3 0.32680
s007 reslice-R-PoI1-ROI scrambled 3 0.14050
s007 reslice-R-PoI1-ROI random 3 0.23843
s007 reslice-R-PoI2-ROI intact 3 0.07041
s007 reslice-R-PoI2-ROI scrambled 3 0.08904
s007 reslice-R-PoI2-ROI random 3 0.02685
s007 reslice-R-PreS-ROI intact 3 0.22846
s007 reslice-R-PreS-ROI scrambled 3 -0.11387
s007 reslice-R-PreS-ROI random 3 0.23261
s007 reslice-R-ProS-ROI intact 3 0.11006
s007 reslice-R-ProS-ROI scrambled 3 0.13720
s007 reslice-R-ProS-ROI random 3 0.06885
s007 reslice-R-RI-ROI intact 3 0.41777
s007 reslice-R-RI-ROI scrambled 3 0.32920
s007 reslice-R-RI-ROI random 3 0.38328
s007 reslice-R-RSC-ROI intact 3 0.14403
s007 reslice-R-RSC-ROI scrambled 3 0.20141
s007 reslice-R-RSC-ROI random 3 0.19701
s007 reslice-R-SCEF-ROI intact 3 0.30630
s007 reslice-R-SCEF-ROI scrambled 3 0.36331
s007 reslice-R-SCEF-ROI random 3 0.21000
s007 reslice-R-SFL-ROI intact 3 0.07301
s007 reslice-R-SFL-ROI scrambled 3 0.09321
s007 reslice-R-SFL-ROI random 3 0.07924
s007 reslice-R-STGa-ROI intact 3 0.04156
s007 reslice-R-STGa-ROI scrambled 3 0.04983
s007 reslice-R-STGa-ROI random 3 0.09224
s007 reslice-R-STSda-ROI intact 3 0.30575
s007 reslice-R-STSda-ROI scrambled 3 0.29584
s007 reslice-R-STSda-ROI random 3 0.34345
s007 reslice-R-STSdp-ROI intact 3 0.14512
s007 reslice-R-STSdp-ROI scrambled 3 0.11498
s007 reslice-R-STSdp-ROI random 3 0.19206
s007 reslice-R-STSva-ROI intact 3 0.21659
s007 reslice-R-STSva-ROI scrambled 3 0.26358
s007 reslice-R-STSva-ROI random 3 0.37762
s007 reslice-R-STSvp-ROI intact 3 0.03830
s007 reslice-R-STSvp-ROI scrambled 3 0.01301
s007 reslice-R-STSvp-ROI random 3 0.02026
s007 reslice-R-STV-ROI intact 3 0.19648
s007 reslice-R-STV-ROI scrambled 3 0.03073
s007 reslice-R-STV-ROI random 3 0.09775
s007 reslice-R-TA2-ROI intact 3 0.18787
s007 reslice-R-TA2-ROI scrambled 3 -0.02056
s007 reslice-R-TA2-ROI random 3 0.13009
s007 reslice-R-TE1a-ROI intact 3 0.31197
s007 reslice-R-TE1a-ROI scrambled 3 0.16594
s007 reslice-R-TE1a-ROI random 3 0.25917
s007 reslice-R-TE1m-ROI intact 3 0.14446
s007 reslice-R-TE1m-ROI scrambled 3 0.11583
s007 reslice-R-TE1m-ROI random 3 0.15190
s007 reslice-R-TE1p-ROI intact 3 0.04524
s007 reslice-R-TE1p-ROI scrambled 3 0.29668
s007 reslice-R-TE1p-ROI random 3 0.06245
s007 reslice-R-TE2a-ROI intact 3 0.22772
s007 reslice-R-TE2a-ROI scrambled 3 0.25227
s007 reslice-R-TE2a-ROI random 3 0.03244
s007 reslice-R-TE2p-ROI intact 3 0.11145
s007 reslice-R-TE2p-ROI scrambled 3 0.22057
s007 reslice-R-TE2p-ROI random 3 0.18169
s007 reslice-R-TF-ROI intact 3 0.21410
s007 reslice-R-TF-ROI scrambled 3 0.10637
s007 reslice-R-TF-ROI random 3 0.11091
s007 reslice-R-TGd-ROI intact 3 0.15833
s007 reslice-R-TGd-ROI scrambled 3 0.09851
s007 reslice-R-TGd-ROI random 3 0.09140
s007 reslice-R-TGv-ROI intact 3 0.15791
s007 reslice-R-TGv-ROI scrambled 3 0.01506
s007 reslice-R-TGv-ROI random 3 0.09384
s007 reslice-R-TPOJ1-ROI intact 3 0.35093
s007 reslice-R-TPOJ1-ROI scrambled 3 0.13640
s007 reslice-R-TPOJ1-ROI random 3 0.18069
s007 reslice-R-TPOJ2-ROI intact 3 0.49207
s007 reslice-R-TPOJ2-ROI scrambled 3 0.25399
s007 reslice-R-TPOJ2-ROI random 3 0.37132
s007 reslice-R-TPOJ3-ROI intact 3 0.48206
s007 reslice-R-TPOJ3-ROI scrambled 3 -0.07141
s007 reslice-R-TPOJ3-ROI random 3 0.22897
s007 reslice-R-V1-ROI intact 3 0.20338
s007 reslice-R-V1-ROI scrambled 3 0.14480
s007 reslice-R-V1-ROI random 3 0.32819
s007 reslice-R-V2-ROI intact 3 0.29122
s007 reslice-R-V2-ROI scrambled 3 0.27777
s007 reslice-R-V2-ROI random 3 0.46217
s007 reslice-R-V3A-ROI intact 3 0.22968
s007 reslice-R-V3A-ROI scrambled 3 0.11191
s007 reslice-R-V3A-ROI random 3 0.32956
s007 reslice-R-V3B-ROI intact 3 0.19556
s007 reslice-R-V3B-ROI scrambled 3 0.10769
s007 reslice-R-V3B-ROI random 3 0.16166
s007 reslice-R-V3CD-ROI intact 3 0.41296
s007 reslice-R-V3CD-ROI scrambled 3 0.31706
s007 reslice-R-V3CD-ROI random 3 0.40726
s007 reslice-R-V3-ROI intact 3 0.30838
s007 reslice-R-V3-ROI scrambled 3 0.18096
s007 reslice-R-V3-ROI random 3 0.47263
s007 reslice-R-V4-ROI intact 3 0.43457
s007 reslice-R-V4-ROI scrambled 3 0.31650
s007 reslice-R-V4-ROI random 3 0.50114
s007 reslice-R-V4t-ROI intact 3 0.01448
s007 reslice-R-V4t-ROI scrambled 3 0.17245
s007 reslice-R-V4t-ROI random 3 0.29296
s007 reslice-R-V6A-ROI intact 3 0.23696
s007 reslice-R-V6A-ROI scrambled 3 0.45422
s007 reslice-R-V6A-ROI random 3 0.28845
s007 reslice-R-V6-ROI intact 3 0.08756
s007 reslice-R-V6-ROI scrambled 3 0.35098
s007 reslice-R-V6-ROI random 3 0.19771
s007 reslice-R-V7-ROI intact 3 0.23264
s007 reslice-R-V7-ROI scrambled 3 0.23856
s007 reslice-R-V7-ROI random 3 0.06786
s007 reslice-R-V8-ROI intact 3 0.25028
s007 reslice-R-V8-ROI scrambled 3 0.29485
s007 reslice-R-V8-ROI random 3 0.34929
s007 reslice-R-VIP-ROI intact 3 0.47083
s007 reslice-R-VIP-ROI scrambled 3 0.57729
s007 reslice-R-VIP-ROI random 3 0.48016
s007 reslice-R-VMV1-ROI intact 3 0.02478
s007 reslice-R-VMV1-ROI scrambled 3 0.05208
s007 reslice-R-VMV1-ROI random 3 0.02791
s007 reslice-R-VMV2-ROI intact 3 -0.01953
s007 reslice-R-VMV2-ROI scrambled 3 -0.13616
s007 reslice-R-VMV2-ROI random 3 0.05831
s007 reslice-R-VMV3-ROI intact 3 0.15690
s007 reslice-R-VMV3-ROI scrambled 3 0.25897
s007 reslice-R-VMV3-ROI random 3 0.21248
s007 reslice-R-VVC-ROI intact 3 0.15302
s007 reslice-R-VVC-ROI scrambled 3 0.21743
s007 reslice-R-VVC-ROI random 3 0.24845
s007 reslice-R-a10p-ROI intact 3 0.44196
s007 reslice-R-a10p-ROI scrambled 3 0.36664
s007 reslice-R-a10p-ROI random 3 0.31918
s007 reslice-R-a24-ROI intact 3 0.01986
s007 reslice-R-a24-ROI scrambled 3 0.13653
s007 reslice-R-a24-ROI random 3 0.01704
s007 reslice-R-a24pr-ROI intact 3 0.00837
s007 reslice-R-a24pr-ROI scrambled 3 0.04198
s007 reslice-R-a24pr-ROI random 3 -0.06481
s007 reslice-R-a32pr-ROI intact 3 0.32523
s007 reslice-R-a32pr-ROI scrambled 3 0.28868
s007 reslice-R-a32pr-ROI random 3 0.24348
s007 reslice-R-a47r-ROI intact 3 0.39436
s007 reslice-R-a47r-ROI scrambled 3 0.22314
s007 reslice-R-a47r-ROI random 3 0.36200
s007 reslice-R-a9-46v-ROI intact 3 0.18945
s007 reslice-R-a9-46v-ROI scrambled 3 0.08099
s007 reslice-R-a9-46v-ROI random 3 0.22894
s007 reslice-R-d23ab-ROI intact 3 0.30586
s007 reslice-R-d23ab-ROI scrambled 3 0.39925
s007 reslice-R-d23ab-ROI random 3 0.28203
s007 reslice-R-d32-ROI intact 3 0.20456
s007 reslice-R-d32-ROI scrambled 3 0.15527
s007 reslice-R-d32-ROI random 3 0.10373
s007 reslice-R-i6-8-ROI intact 3 0.52242
s007 reslice-R-i6-8-ROI scrambled 3 0.48941
s007 reslice-R-i6-8-ROI random 3 0.31070
s007 reslice-R-p10p-ROI intact 3 0.29139
s007 reslice-R-p10p-ROI scrambled 3 0.07647
s007 reslice-R-p10p-ROI random 3 0.35938
s007 reslice-R-p24-ROI intact 3 0.20178
s007 reslice-R-p24-ROI scrambled 3 0.25636
s007 reslice-R-p24-ROI random 3 0.24726
s007 reslice-R-p24pr-ROI intact 3 0.15026
s007 reslice-R-p24pr-ROI scrambled 3 0.03086
s007 reslice-R-p24pr-ROI random 3 0.11374
s007 reslice-R-p32-ROI intact 3 0.26208
s007 reslice-R-p32-ROI scrambled 3 0.21844
s007 reslice-R-p32-ROI random 3 0.29928
s007 reslice-R-p32pr-ROI intact 3 0.11613
s007 reslice-R-p32pr-ROI scrambled 3 -0.07992
s007 reslice-R-p32pr-ROI random 3 -0.09203
s007 reslice-R-p47r-ROI intact 3 0.24828
s007 reslice-R-p47r-ROI scrambled 3 0.41942
s007 reslice-R-p47r-ROI random 3 0.03071
s007 reslice-R-p9-46v-ROI intact 3 0.33800
s007 reslice-R-p9-46v-ROI scrambled 3 0.24531
s007 reslice-R-p9-46v-ROI random 3 0.08683
s007 reslice-R-pOFC-ROI intact 3 0.11983
s007 reslice-R-pOFC-ROI scrambled 3 0.09447
s007 reslice-R-pOFC-ROI random 3 0.08285
s007 reslice-R-s32-ROI intact 3 0.48967
s007 reslice-R-s32-ROI scrambled 3 0.33175
s007 reslice-R-s32-ROI random 3 0.49501
s007 reslice-R-s6-8-ROI intact 3 0.14285
s007 reslice-R-s6-8-ROI scrambled 3 0.27289
s007 reslice-R-s6-8-ROI random 3 0.26946
s007 reslice-R-v23ab-ROI intact 3 0.31622
s007 reslice-R-v23ab-ROI scrambled 3 0.33408
s007 reslice-R-v23ab-ROI random 3 0.36513
s008 reslice-L-10d-ROI intact 3 0.00117
s008 reslice-L-10d-ROI scrambled 3 -0.03228
s008 reslice-L-10d-ROI random 3 -0.08457
s008 reslice-L-10pp-ROI intact 3 -0.03536
s008 reslice-L-10pp-ROI scrambled 3 0.14018
s008 reslice-L-10pp-ROI random 3 -0.10346
s008 reslice-L-10r-ROI intact 3 0.08827
s008 reslice-L-10r-ROI scrambled 3 0.24531
s008 reslice-L-10r-ROI random 3 -0.01716
s008 reslice-L-10v-ROI intact 3 0.03150
s008 reslice-L-10v-ROI scrambled 3 0.07971
s008 reslice-L-10v-ROI random 3 -0.08715
s008 reslice-L-11l-ROI intact 3 -0.07231
s008 reslice-L-11l-ROI scrambled 3 -0.10472
s008 reslice-L-11l-ROI random 3 -0.03833
s008 reslice-L-13l-ROI intact 3 -0.08531
s008 reslice-L-13l-ROI scrambled 3 0.06806
s008 reslice-L-13l-ROI random 3 -0.07045
s008 reslice-L-1-ROI intact 3 -0.00788
s008 reslice-L-1-ROI scrambled 3 -0.09758
s008 reslice-L-1-ROI random 3 -0.12488
s008 reslice-L-23c-ROI intact 3 0.00214
s008 reslice-L-23c-ROI scrambled 3 0.07498
s008 reslice-L-23c-ROI random 3 0.07824
s008 reslice-L-23d-ROI intact 3 0.14577
s008 reslice-L-23d-ROI scrambled 3 -0.18699
s008 reslice-L-23d-ROI random 3 -0.05477
s008 reslice-L-24dd-ROI intact 3 -0.01199
s008 reslice-L-24dd-ROI scrambled 3 0.24120
s008 reslice-L-24dd-ROI random 3 -0.06155
s008 reslice-L-24dv-ROI intact 3 -0.12412
s008 reslice-L-24dv-ROI scrambled 3 0.02785
s008 reslice-L-24dv-ROI random 3 -0.12463
s008 reslice-L-25-ROI intact 3 0.03379
s008 reslice-L-25-ROI scrambled 3 0.08185
s008 reslice-L-25-ROI random 3 0.02466
s008 reslice-L-2-ROI intact 3 -0.01676
s008 reslice-L-2-ROI scrambled 3 0.00178
s008 reslice-L-2-ROI random 3 -0.14571
s008 reslice-L-31a-ROI intact 3 0.06677
s008 reslice-L-31a-ROI scrambled 3 0.15105
s008 reslice-L-31a-ROI random 3 0.05249
s008 reslice-L-31pd-ROI intact 3 0.07211
s008 reslice-L-31pd-ROI scrambled 3 -0.10316
s008 reslice-L-31pd-ROI random 3 -0.00582
s008 reslice-L-31pv-ROI intact 3 -0.02661
s008 reslice-L-31pv-ROI scrambled 3 -0.07935
s008 reslice-L-31pv-ROI random 3 -0.13849
s008 reslice-L-33pr-ROI intact 3 0.26518
s008 reslice-L-33pr-ROI scrambled 3 0.24508
s008 reslice-L-33pr-ROI random 3 -0.32150
s008 reslice-L-3a-ROI intact 3 -0.05795
s008 reslice-L-3a-ROI scrambled 3 -0.03942
s008 reslice-L-3a-ROI random 3 0.00190
s008 reslice-L-3b-ROI intact 3 -0.01883
s008 reslice-L-3b-ROI scrambled 3 -0.11302
s008 reslice-L-3b-ROI random 3 -0.06386
s008 reslice-L-43-ROI intact 3 0.09645
s008 reslice-L-43-ROI scrambled 3 -0.11345
s008 reslice-L-43-ROI random 3 -0.13682
s008 reslice-L-44-ROI intact 3 0.11662
s008 reslice-L-44-ROI scrambled 3 -0.14099
s008 reslice-L-44-ROI random 3 -0.03642
s008 reslice-L-45-ROI intact 3 0.01762
s008 reslice-L-45-ROI scrambled 3 -0.06059
s008 reslice-L-45-ROI random 3 -0.11784
s008 reslice-L-46-ROI intact 3 0.01709
s008 reslice-L-46-ROI scrambled 3 0.09736
s008 reslice-L-46-ROI random 3 -0.05204
s008 reslice-L-47l-ROI intact 3 0.09042
s008 reslice-L-47l-ROI scrambled 3 -0.10527
s008 reslice-L-47l-ROI random 3 -0.07651
s008 reslice-L-47m-ROI intact 3 0.06710
s008 reslice-L-47m-ROI scrambled 3 -0.01798
s008 reslice-L-47m-ROI random 3 0.11946
s008 reslice-L-47s-ROI intact 3 -0.04847
s008 reslice-L-47s-ROI scrambled 3 -0.10784
s008 reslice-L-47s-ROI random 3 -0.11445
s008 reslice-L-4-ROI intact 3 -0.01362
s008 reslice-L-4-ROI scrambled 3 -0.19356
s008 reslice-L-4-ROI random 3 -0.09865
s008 reslice-L-52-ROI intact 3 -0.14866
s008 reslice-L-52-ROI scrambled 3 0.31052
s008 reslice-L-52-ROI random 3 -0.06338
s008 reslice-L-55b-ROI intact 3 -0.02450
s008 reslice-L-55b-ROI scrambled 3 0.00307
s008 reslice-L-55b-ROI random 3 -0.04994
s008 reslice-L-5L-ROI intact 3 0.08329
s008 reslice-L-5L-ROI scrambled 3 -0.14197
s008 reslice-L-5L-ROI random 3 -0.02569
s008 reslice-L-5m-ROI intact 3 -0.05364
s008 reslice-L-5m-ROI scrambled 3 0.03933
s008 reslice-L-5m-ROI random 3 -0.13060
s008 reslice-L-5mv-ROI intact 3 0.00620
s008 reslice-L-5mv-ROI scrambled 3 0.29292
s008 reslice-L-5mv-ROI random 3 -0.02953
s008 reslice-L-6a-ROI intact 3 -0.05192
s008 reslice-L-6a-ROI scrambled 3 0.09373
s008 reslice-L-6a-ROI random 3 -0.02836
s008 reslice-L-6d-ROI intact 3 0.08062
s008 reslice-L-6d-ROI scrambled 3 -0.12558
s008 reslice-L-6d-ROI random 3 -0.07322
s008 reslice-L-6ma-ROI intact 3 0.03168
s008 reslice-L-6ma-ROI scrambled 3 -0.07717
s008 reslice-L-6ma-ROI random 3 -0.10575
s008 reslice-L-6mp-ROI intact 3 0.07190
s008 reslice-L-6mp-ROI scrambled 3 -0.14291
s008 reslice-L-6mp-ROI random 3 -0.09043
s008 reslice-L-6r-ROI intact 3 0.03171
s008 reslice-L-6r-ROI scrambled 3 0.03935
s008 reslice-L-6r-ROI random 3 -0.00180
s008 reslice-L-6v-ROI intact 3 0.04067
s008 reslice-L-6v-ROI scrambled 3 -0.02013
s008 reslice-L-6v-ROI random 3 -0.04827
s008 reslice-L-7AL-ROI intact 3 0.11657
s008 reslice-L-7AL-ROI scrambled 3 -0.06207
s008 reslice-L-7AL-ROI random 3 -0.06211
s008 reslice-L-7Am-ROI intact 3 0.11022
s008 reslice-L-7Am-ROI scrambled 3 0.21733
s008 reslice-L-7Am-ROI random 3 -0.11640
s008 reslice-L-7PC-ROI intact 3 0.06891
s008 reslice-L-7PC-ROI scrambled 3 -0.11247
s008 reslice-L-7PC-ROI random 3 -0.04661
s008 reslice-L-7PL-ROI intact 3 -0.00469
s008 reslice-L-7PL-ROI scrambled 3 0.05279
s008 reslice-L-7PL-ROI random 3 -0.05203
s008 reslice-L-7Pm-ROI intact 3 0.10789
s008 reslice-L-7Pm-ROI scrambled 3 -0.12543
s008 reslice-L-7Pm-ROI random 3 -0.09000
s008 reslice-L-7m-ROI intact 3 -0.03501
s008 reslice-L-7m-ROI scrambled 3 -0.00980
s008 reslice-L-7m-ROI random 3 0.08528
s008 reslice-L-8Ad-ROI intact 3 0.01071
s008 reslice-L-8Ad-ROI scrambled 3 0.06597
s008 reslice-L-8Ad-ROI random 3 0.03289
s008 reslice-L-8Av-ROI intact 3 -0.01043
s008 reslice-L-8Av-ROI scrambled 3 -0.13816
s008 reslice-L-8Av-ROI random 3 -0.08805
s008 reslice-L-8BL-ROI intact 3 0.03244
s008 reslice-L-8BL-ROI scrambled 3 -0.24455
s008 reslice-L-8BL-ROI random 3 -0.09390
s008 reslice-L-8BM-ROI intact 3 0.04977
s008 reslice-L-8BM-ROI scrambled 3 0.03423
s008 reslice-L-8BM-ROI random 3 0.13766
s008 reslice-L-8C-ROI intact 3 -0.06004
s008 reslice-L-8C-ROI scrambled 3 -0.13599
s008 reslice-L-8C-ROI random 3 0.01179
s008 reslice-L-9-46d-ROI intact 3 0.00080
s008 reslice-L-9-46d-ROI scrambled 3 0.00702
s008 reslice-L-9-46d-ROI random 3 -0.03612
s008 reslice-L-9a-ROI intact 3 -0.00584
s008 reslice-L-9a-ROI scrambled 3 -0.03527
s008 reslice-L-9a-ROI random 3 -0.12148
s008 reslice-L-9m-ROI intact 3 -0.02627
s008 reslice-L-9m-ROI scrambled 3 -0.16695
s008 reslice-L-9m-ROI random 3 -0.05888
s008 reslice-L-9p-ROI intact 3 -0.00123
s008 reslice-L-9p-ROI scrambled 3 -0.01430
s008 reslice-L-9p-ROI random 3 0.00405
s008 reslice-L-A1-ROI intact 3 -0.04042
s008 reslice-L-A1-ROI scrambled 3 -0.04948
s008 reslice-L-A1-ROI random 3 -0.11479
s008 reslice-L-A4-ROI intact 3 0.08203
s008 reslice-L-A4-ROI scrambled 3 -0.02641
s008 reslice-L-A4-ROI random 3 -0.09519
s008 reslice-L-A5-ROI intact 3 -0.02441
s008 reslice-L-A5-ROI scrambled 3 -0.05516
s008 reslice-L-A5-ROI random 3 -0.08438
s008 reslice-L-AAIC-ROI intact 3 0.04590
s008 reslice-L-AAIC-ROI scrambled 3 -0.02855
s008 reslice-L-AAIC-ROI random 3 -0.07127
s008 reslice-L-AIP-ROI intact 3 -0.02172
s008 reslice-L-AIP-ROI scrambled 3 -0.12676
s008 reslice-L-AIP-ROI random 3 -0.09691
s008 reslice-L-AVI-ROI intact 3 0.02336
s008 reslice-L-AVI-ROI scrambled 3 -0.03493
s008 reslice-L-AVI-ROI random 3 -0.05591
s008 reslice-L-DVT-ROI intact 3 -0.02138
s008 reslice-L-DVT-ROI scrambled 3 -0.24558
s008 reslice-L-DVT-ROI random 3 -0.02490
s008 reslice-L-EC-ROI intact 3 -0.01053
s008 reslice-L-EC-ROI scrambled 3 -0.08190
s008 reslice-L-EC-ROI random 3 -0.08752
s008 reslice-L-FEF-ROI intact 3 -0.00108
s008 reslice-L-FEF-ROI scrambled 3 0.00391
s008 reslice-L-FEF-ROI random 3 -0.01920
s008 reslice-L-FFC-ROI intact 3 0.06165
s008 reslice-L-FFC-ROI scrambled 3 -0.04081
s008 reslice-L-FFC-ROI random 3 -0.14418
s008 reslice-L-FOP1-ROI intact 3 0.08092
s008 reslice-L-FOP1-ROI scrambled 3 0.40915
s008 reslice-L-FOP1-ROI random 3 -0.08875
s008 reslice-L-FOP2-ROI intact 3 0.02691
s008 reslice-L-FOP2-ROI scrambled 3 -0.06430
s008 reslice-L-FOP2-ROI random 3 -0.11870
s008 reslice-L-FOP3-ROI intact 3 0.00272
s008 reslice-L-FOP3-ROI scrambled 3 -0.06623
s008 reslice-L-FOP3-ROI random 3 0.01195
s008 reslice-L-FOP4-ROI intact 3 -0.02859
s008 reslice-L-FOP4-ROI scrambled 3 -0.04401
s008 reslice-L-FOP4-ROI random 3 -0.01145
s008 reslice-L-FOP5-ROI intact 3 -0.06908
s008 reslice-L-FOP5-ROI scrambled 3 -0.24832
s008 reslice-L-FOP5-ROI random 3 -0.13159
s008 reslice-L-FST-ROI intact 3 -0.01151
s008 reslice-L-FST-ROI scrambled 3 0.10485
s008 reslice-L-FST-ROI random 3 0.02133
s008 reslice-L-H-ROI intact 3 -0.12443
s008 reslice-L-H-ROI scrambled 3 -0.39542
s008 reslice-L-H-ROI random 3 -0.11125
s008 reslice-L-IFJa-ROI intact 3 0.00378
s008 reslice-L-IFJa-ROI scrambled 3 -0.14981
s008 reslice-L-IFJa-ROI random 3 0.02662
s008 reslice-L-IFJp-ROI intact 3 -0.01279
s008 reslice-L-IFJp-ROI scrambled 3 -0.10188
s008 reslice-L-IFJp-ROI random 3 -0.23574
s008 reslice-L-IFSa-ROI intact 3 -0.02172
s008 reslice-L-IFSa-ROI scrambled 3 0.07716
s008 reslice-L-IFSa-ROI random 3 -0.16587
s008 reslice-L-IFSp-ROI intact 3 -0.01622
s008 reslice-L-IFSp-ROI scrambled 3 0.14280
s008 reslice-L-IFSp-ROI random 3 -0.18274
s008 reslice-L-IP0-ROI intact 3 0.03673
s008 reslice-L-IP0-ROI scrambled 3 0.09214
s008 reslice-L-IP0-ROI random 3 0.06977
s008 reslice-L-IP1-ROI intact 3 -0.04477
s008 reslice-L-IP1-ROI scrambled 3 0.17401
s008 reslice-L-IP1-ROI random 3 0.07887
s008 reslice-L-IP2-ROI intact 3 -0.03375
s008 reslice-L-IP2-ROI scrambled 3 0.12334
s008 reslice-L-IP2-ROI random 3 -0.02007
s008 reslice-L-IPS1-ROI intact 3 0.03109
s008 reslice-L-IPS1-ROI scrambled 3 -0.17936
s008 reslice-L-IPS1-ROI random 3 -0.08268
s008 reslice-L-Ig-ROI intact 3 0.14046
