sub roi condition position similarity
s001 reslice-L-p47r-ROI scrambled 1 0.02211
s001 reslice-L-p47r-ROI random 1 0.20604
s001 reslice-L-p9-46v-ROI intact 1 0.12286
s001 reslice-L-p9-46v-ROI scrambled 1 -0.04241
s001 reslice-L-p9-46v-ROI random 1 0.28367
s001 reslice-L-pOFC-ROI intact 1 -0.02078
s001 reslice-L-pOFC-ROI scrambled 1 -0.10036
s001 reslice-L-pOFC-ROI random 1 0.09124
s001 reslice-L-s32-ROI intact 1 -0.17810
s001 reslice-L-s32-ROI scrambled 1 0.00680
s001 reslice-L-s32-ROI random 1 -0.12052
s001 reslice-L-s6-8-ROI intact 1 -0.04857
s001 reslice-L-s6-8-ROI scrambled 1 -0.04159
s001 reslice-L-s6-8-ROI random 1 0.13597
s001 reslice-L-v23ab-ROI intact 1 0.06684
s001 reslice-L-v23ab-ROI scrambled 1 0.31958
s001 reslice-L-v23ab-ROI random 1 -0.04749
s001 reslice-R-10d-ROI intact 1 0.17093
s001 reslice-R-10d-ROI scrambled 1 0.21973
s001 reslice-R-10d-ROI random 1 0.16872
s001 reslice-R-10pp-ROI intact 1 0.02604
s001 reslice-R-10pp-ROI scrambled 1 -0.27452
s001 reslice-R-10pp-ROI random 1 0.02547
s001 reslice-R-10r-ROI intact 1 0.19005
s001 reslice-R-10r-ROI scrambled 1 0.24303
s001 reslice-R-10r-ROI random 1 0.21410
s001 reslice-R-10v-ROI intact 1 0.19738
s001 reslice-R-10v-ROI scrambled 1 0.18157
s001 reslice-R-10v-ROI random 1 0.14584
s001 reslice-R-11l-ROI intact 1 0.07977
s001 reslice-R-11l-ROI scrambled 1 -0.06642
s001 reslice-R-11l-ROI random 1 0.14998
s001 reslice-R-13l-ROI intact 1 -0.13792
s001 reslice-R-13l-ROI scrambled 1 -0.09033
s001 reslice-R-13l-ROI random 1 0.05699
s001 reslice-R-1-ROI intact 1 0.04211
s001 reslice-R-1-ROI scrambled 1 0.29404
s001 reslice-R-1-ROI random 1 -0.00791
s001 reslice-R-23c-ROI intact 1 0.03727
s001 reslice-R-23c-ROI scrambled 1 0.40490
s001 reslice-R-23c-ROI random 1 0.15728
s001 reslice-R-23d-ROI intact 1 0.00725
s001 reslice-R-23d-ROI scrambled 1 0.11376
s001 reslice-R-23d-ROI random 1 -0.00734
s001 reslice-R-24dd-ROI intact 1 0.23733
s001 reslice-R-24dd-ROI scrambled 1 0.31940
s001 reslice-R-24dd-ROI random 1 0.41476
s001 reslice-R-24dv-ROI intact 1 0.02127
s001 reslice-R-24dv-ROI scrambled 1 0.04190
s001 reslice-R-24dv-ROI random 1 -0.08075
s001 reslice-R-25-ROI intact 1 0.07592
s001 reslice-R-25-ROI scrambled 1 -0.00548
s001 reslice-R-25-ROI random 1 -0.00348
s001 reslice-R-2-ROI intact 1 -0.04693
s001 reslice-R-2-ROI scrambled 1 0.46480
s001 reslice-R-2-ROI random 1 -0.17219
s001 reslice-R-31a-ROI intact 1 -0.05691
s001 reslice-R-31a-ROI scrambled 1 0.08027
s001 reslice-R-31a-ROI random 1 0.11032
s001 reslice-R-31pd-ROI intact 1 -0.02502
s001 reslice-R-31pd-ROI scrambled 1 0.07076
s001 reslice-R-31pd-ROI random 1 -0.01279
s001 reslice-R-31pv-ROI intact 1 0.04884
s001 reslice-R-31pv-ROI scrambled 1 0.11182
s001 reslice-R-31pv-ROI random 1 0.16266
s001 reslice-R-33pr-ROI intact 1 0.11753
s001 reslice-R-33pr-ROI scrambled 1 0.41007
s001 reslice-R-33pr-ROI random 1 0.16060
s001 reslice-R-3a-ROI intact 1 0.17928
s001 reslice-R-3a-ROI scrambled 1 0.01687
s001 reslice-R-3a-ROI random 1 0.15018
s001 reslice-R-3b-ROI intact 1 0.15147
s001 reslice-R-3b-ROI scrambled 1 0.18867
s001 reslice-R-3b-ROI random 1 0.15205
s001 reslice-R-43-ROI intact 1 0.11080
s001 reslice-R-43-ROI scrambled 1 0.22205
s001 reslice-R-43-ROI random 1 0.00197
s001 reslice-R-44-ROI intact 1 0.22442
s001 reslice-R-44-ROI scrambled 1 0.01614
s001 reslice-R-44-ROI random 1 -0.02374
s001 reslice-R-45-ROI intact 1 -0.01751
s001 reslice-R-45-ROI scrambled 1 -0.08751
s001 reslice-R-45-ROI random 1 0.02042
s001 reslice-R-46-ROI intact 1 -0.07498
s001 reslice-R-46-ROI scrambled 1 0.45498
s001 reslice-R-46-ROI random 1 -0.01437
s001 reslice-R-47l-ROI intact 1 0.02926
s001 reslice-R-47l-ROI scrambled 1 0.02562
s001 reslice-R-47l-ROI random 1 0.09768
s001 reslice-R-47m-ROI intact 1 0.11217
s001 reslice-R-47m-ROI scrambled 1 0.22113
s001 reslice-R-47m-ROI random 1 0.13794
s001 reslice-R-47s-ROI intact 1 0.05451
s001 reslice-R-47s-ROI scrambled 1 -0.04274
s001 reslice-R-47s-ROI random 1 0.12111
s001 reslice-R-4-ROI intact 1 0.07077
s001 reslice-R-4-ROI scrambled 1 0.21948
s001 reslice-R-4-ROI random 1 0.02290
s001 reslice-R-52-ROI intact 1 0.14548
s001 reslice-R-52-ROI scrambled 1 0.13683
s001 reslice-R-52-ROI random 1 0.27615
s001 reslice-R-55b-ROI intact 1 0.07259
s001 reslice-R-55b-ROI scrambled 1 0.12225
s001 reslice-R-55b-ROI random 1 -0.03610
s001 reslice-R-5L-ROI intact 1 0.01830
s001 reslice-R-5L-ROI scrambled 1 -0.02036
s001 reslice-R-5L-ROI random 1 -0.03178
s001 reslice-R-5m-ROI intact 1 0.15470
s001 reslice-R-5m-ROI scrambled 1 0.35220
s001 reslice-R-5m-ROI random 1 0.17627
s001 reslice-R-5mv-ROI intact 1 0.04349
s001 reslice-R-5mv-ROI scrambled 1 0.30745
s001 reslice-R-5mv-ROI random 1 0.12124
s001 reslice-R-6a-ROI intact 1 0.13336
s001 reslice-R-6a-ROI scrambled 1 -0.00959
s001 reslice-R-6a-ROI random 1 0.07649
s001 reslice-R-6d-ROI intact 1 -0.06341
s001 reslice-R-6d-ROI scrambled 1 0.16690
s001 reslice-R-6d-ROI random 1 -0.11227
s001 reslice-R-6ma-ROI intact 1 0.01667
s001 reslice-R-6ma-ROI scrambled 1 0.18854
s001 reslice-R-6ma-ROI random 1 -0.02470
s001 reslice-R-6mp-ROI intact 1 -0.02027
s001 reslice-R-6mp-ROI scrambled 1 0.16822
s001 reslice-R-6mp-ROI random 1 -0.02933
s001 reslice-R-6r-ROI intact 1 0.06539
s001 reslice-R-6r-ROI scrambled 1 0.21919
s001 reslice-R-6r-ROI random 1 -0.10104
s001 reslice-R-6v-ROI intact 1 0.19374
s001 reslice-R-6v-ROI scrambled 1 -0.01438
s001 reslice-R-6v-ROI random 1 0.08199
s001 reslice-R-7AL-ROI intact 1 0.08637
s001 reslice-R-7AL-ROI scrambled 1 0.05101
s001 reslice-R-7AL-ROI random 1 -0.02702
s001 reslice-R-7Am-ROI intact 1 0.01748
s001 reslice-R-7Am-ROI scrambled 1 0.21003
s001 reslice-R-7Am-ROI random 1 0.01721
s001 reslice-R-7PC-ROI intact 1 -0.00866
s001 reslice-R-7PC-ROI scrambled 1 0.16675
s001 reslice-R-7PC-ROI random 1 -0.02974
s001 reslice-R-7PL-ROI intact 1 -0.17078
s001 reslice-R-7PL-ROI scrambled 1 -0.14005
s001 reslice-R-7PL-ROI random 1 -0.10279
s001 reslice-R-7Pm-ROI intact 1 -0.04350
s001 reslice-R-7Pm-ROI scrambled 1 0.26140
s001 reslice-R-7Pm-ROI random 1 0.15584
s001 reslice-R-7m-ROI intact 1 0.03603
s001 reslice-R-7m-ROI scrambled 1 0.13317
s001 reslice-R-7m-ROI random 1 0.06029
s001 reslice-R-8Ad-ROI intact 1 0.12039
s001 reslice-R-8Ad-ROI scrambled 1 0.15685
s001 reslice-R-8Ad-ROI random 1 0.08069
s001 reslice-R-8Av-ROI intact 1 -0.06148
s001 reslice-R-8Av-ROI scrambled 1 0.11204
s001 reslice-R-8Av-ROI random 1 -0.04557
s001 reslice-R-8BL-ROI intact 1 0.07982
s001 reslice-R-8BL-ROI scrambled 1 0.16126
s001 reslice-R-8BL-ROI random 1 0.04015
s001 reslice-R-8BM-ROI intact 1 0.16999
s001 reslice-R-8BM-ROI scrambled 1 0.16790
s001 reslice-R-8BM-ROI random 1 0.07707
s001 reslice-R-8C-ROI intact 1 0.17520
s001 reslice-R-8C-ROI scrambled 1 0.03407
s001 reslice-R-8C-ROI random 1 0.05321
s001 reslice-R-9-46d-ROI intact 1 0.06552
s001 reslice-R-9-46d-ROI scrambled 1 0.29316
s001 reslice-R-9-46d-ROI random 1 0.06886
s001 reslice-R-9a-ROI intact 1 0.13700
s001 reslice-R-9a-ROI scrambled 1 0.10739
s001 reslice-R-9a-ROI random 1 0.02215
s001 reslice-R-9m-ROI intact 1 0.09736
s001 reslice-R-9m-ROI scrambled 1 0.12022
s001 reslice-R-9m-ROI random 1 0.14488
s001 reslice-R-9p-ROI intact 1 0.21077
s001 reslice-R-9p-ROI scrambled 1 0.18627
s001 reslice-R-9p-ROI random 1 0.15566
s001 reslice-R-A1-ROI intact 1 0.02364
s001 reslice-R-A1-ROI scrambled 1 0.09802
s001 reslice-R-A1-ROI random 1 -0.07075
s001 reslice-R-A4-ROI intact 1 0.13738
s001 reslice-R-A4-ROI scrambled 1 0.28433
s001 reslice-R-A4-ROI random 1 0.05869
s001 reslice-R-A5-ROI intact 1 -0.02818
s001 reslice-R-A5-ROI scrambled 1 0.24165
s001 reslice-R-A5-ROI random 1 0.00003
s001 reslice-R-AAIC-ROI intact 1 0.07218
s001 reslice-R-AAIC-ROI scrambled 1 -0.08387
s001 reslice-R-AAIC-ROI random 1 0.09713
s001 reslice-R-AIP-ROI intact 1 0.06203
s001 reslice-R-AIP-ROI scrambled 1 -0.04557
s001 reslice-R-AIP-ROI random 1 0.01101
s001 reslice-R-AVI-ROI intact 1 -0.02800
s001 reslice-R-AVI-ROI scrambled 1 -0.02634
s001 reslice-R-AVI-ROI random 1 0.01080
s001 reslice-R-DVT-ROI intact 1 -0.12060
s001 reslice-R-DVT-ROI scrambled 1 -0.08795
s001 reslice-R-DVT-ROI random 1 0.05654
s001 reslice-R-EC-ROI intact 1 -0.01552
s001 reslice-R-EC-ROI scrambled 1 -0.08617
s001 reslice-R-EC-ROI random 1 0.04895
s001 reslice-R-FEF-ROI intact 1 0.08064
s001 reslice-R-FEF-ROI scrambled 1 0.00491
s001 reslice-R-FEF-ROI random 1 0.05541
s001 reslice-R-FFC-ROI intact 1 0.00718
s001 reslice-R-FFC-ROI scrambled 1 0.16400
s001 reslice-R-FFC-ROI random 1 0.08832
s001 reslice-R-FOP1-ROI intact 1 0.28224
s001 reslice-R-FOP1-ROI scrambled 1 0.00348
s001 reslice-R-FOP1-ROI random 1 0.27531
s001 reslice-R-FOP2-ROI intact 1 0.06973
s001 reslice-R-FOP2-ROI scrambled 1 0.06613
s001 reslice-R-FOP2-ROI random 1 -0.02451
s001 reslice-R-FOP3-ROI intact 1 0.33935
s001 reslice-R-FOP3-ROI scrambled 1 0.31083
s001 reslice-R-FOP3-ROI random 1 -0.02028
s001 reslice-R-FOP4-ROI intact 1 0.04350
s001 reslice-R-FOP4-ROI scrambled 1 0.23610
s001 reslice-R-FOP4-ROI random 1 -0.07197
s001 reslice-R-FOP5-ROI intact 1 0.00769
s001 reslice-R-FOP5-ROI scrambled 1 0.07771
s001 reslice-R-FOP5-ROI random 1 -0.03329
s001 reslice-R-FST-ROI intact 1 -0.05210
s001 reslice-R-FST-ROI scrambled 1 0.09875
s001 reslice-R-FST-ROI random 1 -0.07064
s001 reslice-R-H-ROI intact 1 NaN
s001 reslice-R-H-ROI scrambled 1 NaN
s001 reslice-R-H-ROI random 1 NaN
s001 reslice-R-IFJa-ROI intact 1 0.15046
s001 reslice-R-IFJa-ROI scrambled 1 0.07315
s001 reslice-R-IFJa-ROI random 1 0.31047
s001 reslice-R-IFJp-ROI intact 1 0.06591
s001 reslice-R-IFJp-ROI scrambled 1 -0.14985
s001 reslice-R-IFJp-ROI random 1 0.12993
s001 reslice-R-IFSa-ROI intact 1 0.06145
s001 reslice-R-IFSa-ROI scrambled 1 0.05776
s001 reslice-R-IFSa-ROI random 1 0.00721
s001 reslice-R-IFSp-ROI intact 1 0.12161
s001 reslice-R-IFSp-ROI scrambled 1 -0.01536
s001 reslice-R-IFSp-ROI random 1 0.13454
s001 reslice-R-IP0-ROI intact 1 0.00420
s001 reslice-R-IP0-ROI scrambled 1 0.05492
s001 reslice-R-IP0-ROI random 1 0.32977
s001 reslice-R-IP1-ROI intact 1 0.16226
s001 reslice-R-IP1-ROI scrambled 1 -0.00598
s001 reslice-R-IP1-ROI random 1 0.10048
s001 reslice-R-IP2-ROI intact 1 0.10940
s001 reslice-R-IP2-ROI scrambled 1 0.14115
s001 reslice-R-IP2-ROI random 1 0.01639
s001 reslice-R-IPS1-ROI intact 1 0.11472
s001 reslice-R-IPS1-ROI scrambled 1 -0.17757
s001 reslice-R-IPS1-ROI random 1 0.09344
s001 reslice-R-Ig-ROI intact 1 0.12990
s001 reslice-R-Ig-ROI scrambled 1 0.09259
s001 reslice-R-Ig-ROI random 1 -0.06258
s001 reslice-R-LBelt-ROI intact 1 0.08417
s001 reslice-R-LBelt-ROI scrambled 1 0.12204
s001 reslice-R-LBelt-ROI random 1 0.00434
s001 reslice-R-LIPd-ROI intact 1 0.03398
s001 reslice-R-LIPd-ROI scrambled 1 0.07768
s001 reslice-R-LIPd-ROI random 1 -0.10845
s001 reslice-R-LIPv-ROI intact 1 -0.10345
s001 reslice-R-LIPv-ROI scrambled 1 0.05076
s001 reslice-R-LIPv-ROI random 1 -0.04961
s001 reslice-R-LO1-ROI intact 1 -0.08179
s001 reslice-R-LO1-ROI scrambled 1 -0.10606
s001 reslice-R-LO1-ROI random 1 0.03182
s001 reslice-R-LO2-ROI intact 1 0.01758
s001 reslice-R-LO2-ROI scrambled 1 -0.17935
s001 reslice-R-LO2-ROI random 1 -0.00196
s001 reslice-R-LO3-ROI intact 1 -0.02134
s001 reslice-R-LO3-ROI scrambled 1 0.01025
s001 reslice-R-LO3-ROI random 1 0.00191
s001 reslice-R-MBelt-ROI intact 1 0.11283
s001 reslice-R-MBelt-ROI scrambled 1 0.28012
s001 reslice-R-MBelt-ROI random 1 0.14136
s001 reslice-R-MIP-ROI intact 1 -0.07019
s001 reslice-R-MIP-ROI scrambled 1 0.15708
s001 reslice-R-MIP-ROI random 1 0.11377
s001 reslice-R-MI-ROI intact 1 0.09812
s001 reslice-R-MI-ROI scrambled 1 -0.02486
s001 reslice-R-MI-ROI random 1 0.08055
s001 reslice-R-MST-ROI intact 1 -0.07953
s001 reslice-R-MST-ROI scrambled 1 0.04203
s001 reslice-R-MST-ROI random 1 -0.02997
s001 reslice-R-MT-ROI intact 1 0.03836
s001 reslice-R-MT-ROI scrambled 1 0.04384
s001 reslice-R-MT-ROI random 1 -0.02792
s001 reslice-R-OFC-ROI intact 1 0.05486
s001 reslice-R-OFC-ROI scrambled 1 0.02503
s001 reslice-R-OFC-ROI random 1 0.02173
s001 reslice-R-OP1-ROI intact 1 -0.04807
s001 reslice-R-OP1-ROI scrambled 1 -0.13407
s001 reslice-R-OP1-ROI random 1 -0.15049
s001 reslice-R-OP2-3-ROI intact 1 0.19428
s001 reslice-R-OP2-3-ROI scrambled 1 0.09292
s001 reslice-R-OP2-3-ROI random 1 -0.05155
s001 reslice-R-OP4-ROI intact 1 0.03704
s001 reslice-R-OP4-ROI scrambled 1 0.45637
s001 reslice-R-OP4-ROI random 1 -0.10808
s001 reslice-R-PBelt-ROI intact 1 0.27613
s001 reslice-R-PBelt-ROI scrambled 1 0.21488
s001 reslice-R-PBelt-ROI random 1 0.13928
s001 reslice-R-PCV-ROI intact 1 0.03323
s001 reslice-R-PCV-ROI scrambled 1 0.17061
s001 reslice-R-PCV-ROI random 1 -0.02869
s001 reslice-R-PEF-ROI intact 1 0.08902
s001 reslice-R-PEF-ROI scrambled 1 -0.03118
s001 reslice-R-PEF-ROI random 1 -0.02502
s001 reslice-R-PF-ROI intact 1 0.13507
s001 reslice-R-PF-ROI scrambled 1 0.24629
s001 reslice-R-PF-ROI random 1 -0.00854
s001 reslice-R-PFcm-ROI intact 1 0.08217
s001 reslice-R-PFcm-ROI scrambled 1 0.07782
s001 reslice-R-PFcm-ROI random 1 -0.03890
s001 reslice-R-PFm-ROI intact 1 -0.06596
s001 reslice-R-PFm-ROI scrambled 1 0.29390
s001 reslice-R-PFm-ROI random 1 0.04022
s001 reslice-R-PFop-ROI intact 1 0.03389
s001 reslice-R-PFop-ROI scrambled 1 0.51698
s001 reslice-R-PFop-ROI random 1 -0.12433
s001 reslice-R-PFt-ROI intact 1 -0.00417
s001 reslice-R-PFt-ROI scrambled 1 0.38435
s001 reslice-R-PFt-ROI random 1 -0.04484
s001 reslice-R-PGi-ROI intact 1 0.12000
s001 reslice-R-PGi-ROI scrambled 1 0.17214
s001 reslice-R-PGi-ROI random 1 0.00810
s001 reslice-R-PGp-ROI intact 1 0.00276
s001 reslice-R-PGp-ROI scrambled 1 -0.19754
s001 reslice-R-PGp-ROI random 1 -0.00656
s001 reslice-R-PGs-ROI intact 1 -0.02632
s001 reslice-R-PGs-ROI scrambled 1 0.06652
s001 reslice-R-PGs-ROI random 1 -0.06153
s001 reslice-R-PHA1-ROI intact 1 -0.08198
s001 reslice-R-PHA1-ROI scrambled 1 -0.09070
s001 reslice-R-PHA1-ROI random 1 -0.02079
s001 reslice-R-PHA2-ROI intact 1 -0.20920
s001 reslice-R-PHA2-ROI scrambled 1 0.04055
s001 reslice-R-PHA2-ROI random 1 -0.05484
s001 reslice-R-PHA3-ROI intact 1 -0.03794
s001 reslice-R-PHA3-ROI scrambled 1 -0.06468
s001 reslice-R-PHA3-ROI random 1 -0.02844
s001 reslice-R-PHT-ROI intact 1 -0.01850
s001 reslice-R-PHT-ROI scrambled 1 0.31099
s001 reslice-R-PHT-ROI random 1 0.03588
s001 reslice-R-PH-ROI intact 1 -0.03760
s001 reslice-R-PH-ROI scrambled 1 0.22548
s001 reslice-R-PH-ROI random 1 -0.05274
s001 reslice-R-PIT-ROI intact 1 -0.03298
s001 reslice-R-PIT-ROI scrambled 1 -0.02126
s001 reslice-R-PIT-ROI random 1 -0.03546
s001 reslice-R-PI-ROI intact 1 0.00472
s001 reslice-R-PI-ROI scrambled 1 0.06381
s001 reslice-R-PI-ROI random 1 0.02461
s001 reslice-R-POS1-ROI intact 1 0.01002
s001 reslice-R-POS1-ROI scrambled 1 0.29993
s001 reslice-R-POS1-ROI random 1 0.01668
s001 reslice-R-POS2-ROI intact 1 0.06051
s001 reslice-R-POS2-ROI scrambled 1 0.21183
s001 reslice-R-POS2-ROI random 1 0.10112
s001 reslice-R-PSL-ROI intact 1 0.15325
s001 reslice-R-PSL-ROI scrambled 1 0.37494
s001 reslice-R-PSL-ROI random 1 0.21072
s001 reslice-R-PeEc-ROI intact 1 0.25444
s001 reslice-R-PeEc-ROI scrambled 1 -0.04585
s001 reslice-R-PeEc-ROI random 1 0.18972
s001 reslice-R-Pir-ROI intact 1 0.04117
s001 reslice-R-Pir-ROI scrambled 1 -0.06175
s001 reslice-R-Pir-ROI random 1 0.07244
s001 reslice-R-PoI1-ROI intact 1 0.22499
s001 reslice-R-PoI1-ROI scrambled 1 0.22245
s001 reslice-R-PoI1-ROI random 1 0.15526
s001 reslice-R-PoI2-ROI intact 1 0.18032
s001 reslice-R-PoI2-ROI scrambled 1 0.15143
s001 reslice-R-PoI2-ROI random 1 0.08041
s001 reslice-R-PreS-ROI intact 1 0.03005
s001 reslice-R-PreS-ROI scrambled 1 -0.05899
s001 reslice-R-PreS-ROI random 1 -0.02597
s001 reslice-R-ProS-ROI intact 1 -0.03502
s001 reslice-R-ProS-ROI scrambled 1 0.01922
s001 reslice-R-ProS-ROI random 1 -0.06736
s001 reslice-R-RI-ROI intact 1 -0.01075
s001 reslice-R-RI-ROI scrambled 1 -0.03390
s001 reslice-R-RI-ROI random 1 -0.08150
s001 reslice-R-RSC-ROI intact 1 0.00174
s001 reslice-R-RSC-ROI scrambled 1 -0.03499
s001 reslice-R-RSC-ROI random 1 -0.04848
s001 reslice-R-SCEF-ROI intact 1 0.21270
s001 reslice-R-SCEF-ROI scrambled 1 0.21557
s001 reslice-R-SCEF-ROI random 1 0.05688
s001 reslice-R-SFL-ROI intact 1 -0.00043
s001 reslice-R-SFL-ROI scrambled 1 0.03842
s001 reslice-R-SFL-ROI random 1 0.02903
s001 reslice-R-STGa-ROI intact 1 0.03816
s001 reslice-R-STGa-ROI scrambled 1 -0.04228
s001 reslice-R-STGa-ROI random 1 -0.00879
s001 reslice-R-STSda-ROI intact 1 0.27103
s001 reslice-R-STSda-ROI scrambled 1 0.12955
s001 reslice-R-STSda-ROI random 1 0.11027
s001 reslice-R-STSdp-ROI intact 1 -0.00751
s001 reslice-R-STSdp-ROI scrambled 1 -0.10059
s001 reslice-R-STSdp-ROI random 1 -0.10935
s001 reslice-R-STSva-ROI intact 1 0.18406
s001 reslice-R-STSva-ROI scrambled 1 0.09760
s001 reslice-R-STSva-ROI random 1 0.00140
s001 reslice-R-STSvp-ROI intact 1 -0.05388
s001 reslice-R-STSvp-ROI scrambled 1 -0.10003
s001 reslice-R-STSvp-ROI random 1 -0.06699
s001 reslice-R-STV-ROI intact 1 -0.04023
s001 reslice-R-STV-ROI scrambled 1 0.09038
s001 reslice-R-STV-ROI random 1 0.01364
s001 reslice-R-TA2-ROI intact 1 0.11890
s001 reslice-R-TA2-ROI scrambled 1 0.40332
s001 reslice-R-TA2-ROI random 1 -0.01367
s001 reslice-R-TE1a-ROI intact 1 0.08841
s001 reslice-R-TE1a-ROI scrambled 1 0.05208
s001 reslice-R-TE1a-ROI random 1 0.04436
s001 reslice-R-TE1m-ROI intact 1 0.06540
s001 reslice-R-TE1m-ROI scrambled 1 0.11292
s001 reslice-R-TE1m-ROI random 1 0.16493
s001 reslice-R-TE1p-ROI intact 1 -0.00858
s001 reslice-R-TE1p-ROI scrambled 1 0.10155
s001 reslice-R-TE1p-ROI random 1 0.07243
s001 reslice-R-TE2a-ROI intact 1 -0.01567
s001 reslice-R-TE2a-ROI scrambled 1 -0.19101
s001 reslice-R-TE2a-ROI random 1 -0.02415
s001 reslice-R-TE2p-ROI intact 1 -0.05690
s001 reslice-R-TE2p-ROI scrambled 1 0.00989
s001 reslice-R-TE2p-ROI random 1 -0.00347
s001 reslice-R-TF-ROI intact 1 0.20873
s001 reslice-R-TF-ROI scrambled 1 -0.12153
s001 reslice-R-TF-ROI random 1 0.08019
s001 reslice-R-TGd-ROI intact 1 0.11829
s001 reslice-R-TGd-ROI scrambled 1 -0.06982
s001 reslice-R-TGd-ROI random 1 0.12098
s001 reslice-R-TGv-ROI intact 1 0.18882
s001 reslice-R-TGv-ROI scrambled 1 -0.08014
s001 reslice-R-TGv-ROI random 1 -0.01863
s001 reslice-R-TPOJ1-ROI intact 1 0.07624
s001 reslice-R-TPOJ1-ROI scrambled 1 0.19271
s001 reslice-R-TPOJ1-ROI random 1 0.03341
s001 reslice-R-TPOJ2-ROI intact 1 0.05751
s001 reslice-R-TPOJ2-ROI scrambled 1 0.04672
s001 reslice-R-TPOJ2-ROI random 1 0.10554
s001 reslice-R-TPOJ3-ROI intact 1 0.05736
s001 reslice-R-TPOJ3-ROI scrambled 1 0.28480
s001 reslice-R-TPOJ3-ROI random 1 0.04171
s001 reslice-R-V1-ROI intact 1 0.08249
s001 reslice-R-V1-ROI scrambled 1 0.09347
s001 reslice-R-V1-ROI random 1 0.08439
s001 reslice-R-V2-ROI intact 1 -0.00954
s001 reslice-R-V2-ROI scrambled 1 -0.11995
s001 reslice-R-V2-ROI random 1 0.09875
s001 reslice-R-V3A-ROI intact 1 0.07668
s001 reslice-R-V3A-ROI scrambled 1 0.21963
s001 reslice-R-V3A-ROI random 1 0.23945
s001 reslice-R-V3B-ROI intact 1 -0.02913
s001 reslice-R-V3B-ROI scrambled 1 0.02145
s001 reslice-R-V3B-ROI random 1 0.03359
s001 reslice-R-V3CD-ROI intact 1 0.12048
s001 reslice-R-V3CD-ROI scrambled 1 -0.23576
s001 reslice-R-V3CD-ROI random 1 -0.03727
s001 reslice-R-V3-ROI intact 1 0.08254
s001 reslice-R-V3-ROI scrambled 1 -0.11137
s001 reslice-R-V3-ROI random 1 0.11590
s001 reslice-R-V4-ROI intact 1 0.06589
s001 reslice-R-V4-ROI scrambled 1 -0.17074
s001 reslice-R-V4-ROI random 1 0.02321
s001 reslice-R-V4t-ROI intact 1 0.05160
s001 reslice-R-V4t-ROI scrambled 1 -0.10674
s001 reslice-R-V4t-ROI random 1 -0.02264
s001 reslice-R-V6A-ROI intact 1 -0.00327
s001 reslice-R-V6A-ROI scrambled 1 -0.12626
s001 reslice-R-V6A-ROI random 1 0.06808
s001 reslice-R-V6-ROI intact 1 0.09999
s001 reslice-R-V6-ROI scrambled 1 0.05195
s001 reslice-R-V6-ROI random 1 0.13835
s001 reslice-R-V7-ROI intact 1 0.11573
s001 reslice-R-V7-ROI scrambled 1 0.13894
s001 reslice-R-V7-ROI random 1 0.21135
s001 reslice-R-V8-ROI intact 1 0.00848
s001 reslice-R-V8-ROI scrambled 1 -0.10070
s001 reslice-R-V8-ROI random 1 0.00513
s001 reslice-R-VIP-ROI intact 1 0.05982
s001 reslice-R-VIP-ROI scrambled 1 0.00538
s001 reslice-R-VIP-ROI random 1 -0.02988
s001 reslice-R-VMV1-ROI intact 1 -0.04805
s001 reslice-R-VMV1-ROI scrambled 1 -0.08568
s001 reslice-R-VMV1-ROI random 1 0.22622
s001 reslice-R-VMV2-ROI intact 1 -0.04767
s001 reslice-R-VMV2-ROI scrambled 1 0.00419
s001 reslice-R-VMV2-ROI random 1 0.01307
s001 reslice-R-VMV3-ROI intact 1 -0.01587
s001 reslice-R-VMV3-ROI scrambled 1 -0.10826
s001 reslice-R-VMV3-ROI random 1 -0.03060
s001 reslice-R-VVC-ROI intact 1 -0.09202
s001 reslice-R-VVC-ROI scrambled 1 0.04469
s001 reslice-R-VVC-ROI random 1 -0.04867
s001 reslice-R-a10p-ROI intact 1 0.09774
s001 reslice-R-a10p-ROI scrambled 1 -0.09052
s001 reslice-R-a10p-ROI random 1 -0.09890
s001 reslice-R-a24-ROI intact 1 -0.03888
s001 reslice-R-a24-ROI scrambled 1 0.17576
s001 reslice-R-a24-ROI random 1 0.23952
s001 reslice-R-a24pr-ROI intact 1 0.21032
s001 reslice-R-a24pr-ROI scrambled 1 0.31387
s001 reslice-R-a24pr-ROI random 1 0.14713
s001 reslice-R-a32pr-ROI intact 1 -0.00270
s001 reslice-R-a32pr-ROI scrambled 1 0.35673
s001 reslice-R-a32pr-ROI random 1 0.06055
s001 reslice-R-a47r-ROI intact 1 0.01099
s001 reslice-R-a47r-ROI scrambled 1 0.03658
s001 reslice-R-a47r-ROI random 1 0.07917
s001 reslice-R-a9-46v-ROI intact 1 0.06394
s001 reslice-R-a9-46v-ROI scrambled 1 0.08958
s001 reslice-R-a9-46v-ROI random 1 0.02533
s001 reslice-R-d23ab-ROI intact 1 -0.06908
s001 reslice-R-d23ab-ROI scrambled 1 0.10709
s001 reslice-R-d23ab-ROI random 1 -0.03520
s001 reslice-R-d32-ROI intact 1 0.20190
s001 reslice-R-d32-ROI scrambled 1 0.22818
s001 reslice-R-d32-ROI random 1 0.02530
s001 reslice-R-i6-8-ROI intact 1 -0.00037
s001 reslice-R-i6-8-ROI scrambled 1 0.13147
s001 reslice-R-i6-8-ROI random 1 0.07882
s001 reslice-R-p10p-ROI intact 1 0.01551
